Name 	 Score 	 Formula 	 Identifier 
speed 	 0 	 \displaystyle ds^{2}=\left(1-{r_{g} \over r}\right)dt^{2}-{dr^{2} \over 1-{r_{g} \over r}}-r^{2}\left(d\theta ^{2}+\sin ^{2}\theta d\phi ^{2}\right)	Lemaître coordinates 
speed 	 0 	 \displaystyle \prod \limits _{n\geq 1}(1-s^{n})(1-s^{n}t)(1-s^{n-1}t^{-1})(1-s^{2n-1}t^{2})(1-s^{2n-1}t^{-2})=\displaystyle \sum \limits _{n\in Z}s^{(3n^{2}+n)/2}(t^{3n}-t^{-3n-1}),\mid s\mid &lt;1,t\neq 0.	Quintuple product identity 
speed 	 0 	 \displaystyle {\vec {x}}={\vec {p}}+s({\vec {q}}-{\vec {p}})+t({\vec {r}}-{\vec {p}})	Q15906199 
speed 	 0 	 \displaystyle \varepsilon is[[Strain(materialsscience)|strain]]	Ramberg–Osgood relationship 
speed 	 0 	 \displaystyle \mathbf {\tau } =const	shear flow 
speed 	 0 	 \displaystyle P(t,T)=e^{-\int _{t}^{T}f(t,s)ds}	Heath–Jarrow–Morton framework 
speed 	 0 	 \displaystyle JaroSim(s_{1},s_{2})=\left\{{\begin{array}{l l}{\frac {1}{3}}\left({\frac {m}{|s_{1}|}}+{\frac {m}{|s_{2}|}}+{\frac {m-t}{m}}\right)&amp;{\text{if }}m&gt;0\\0&amp;{\text{otherwise}}\end{array}}\right.	Jaro similarity 
speed 	 0 	 \displaystyle \eta ={\frac {work\ done}{heat\ absorbed}}={\frac {Q1-Q2}{Q1}}	Engine efficiency 
speed 	 0 	 \displaystyle \rho (p)=const	Incompressible flow 
speed 	 0 	 \displaystyle RI={\frac {v_{systole}-v_{diastole}}{v_{systole}}}	Arterial resistivity index 
speed 	 0 	 \displaystyle \%{\mbox{ difference}}=\left({\frac {r_{solute}-r_{solvent}}{r_{solvent}}}\right)\times 100\%\leq 15\%	Hume-Rothery rules 
speed 	 0 	 \displaystyle \rho _{b}={\frac {M_{s}}{V_{t}}}	bulk density 
speed 	 0 	 \displaystyle net.assets\div net.premium.written	solvency ratio 
speed 	 0 	 \displaystyle \mathbf {W} isthefull-loadcopperloss	short circuit test 
speed 	 0 	 \displaystyle 1.043\times {\sqrt {n_{wsy\geq 3}}}\times {\frac {30}{n_{st}}}+3.1291	SMOG grade 
speed 	 0 	 \displaystyle {\begin{aligned}k_{1}&amp;=f\left(t_{n},y_{n}\right)\\k_{2}&amp;=f\left(t_{n}+c_{2}h,y_{n}+h\left(a_{21}k_{1}\right)\right)\\k_{3}&amp;=f\left(t_{n}+c_{3}h,y_{n}+h\left(a_{31}k_{1}+a_{32}k_{2}\right)\right)\\&amp;\vdots \\k_{s}&amp;=f\left(t_{n}+c_{s}h,y_{n}+h\left(a_{s1}k_{1}+a_{s2}k_{2}+\cdots +a_{s,s-1}k_{s-1}\right)\right)\\y_{n+1}&amp;=y_{n}+h\sum _{i=1}^{s}b_{i}k_{i}\end{aligned}}	explicit Runge–Kutta method 
speed 	 0 	 \displaystyle \sum _{j=0}^{s}a_{j}y_{n+j}=h\sum _{j=0}^{s}b_{j}f\left(t_{n+j},y_{n+j}\right)	linear multistep method 
speed 	 0 	 \displaystyle (x,y)=(x_{0},y_{0})+(x_{1}-x_{0},y_{1}-y_{0})s+(x_{2}-x_{0},y_{2}-y_{0})t	Piecewise linear continuation 
speed 	 0 	 \displaystyle s,t\prod _{i\in \mathrm {Ob} (J)}F(i)\rightrightarrows \prod _{f\in \mathrm {Hom} (J)}F(\mathrm {cod} (f))	limit 
speed 	 0 	 \displaystyle \forall s,t\in \mathbb {R} C^{-1}|s-t|-K\leq d(\phi (t),\phi (s))\leq C|s-t|+K	quasi-isometry 
speed 	 0 	 \displaystyle {\frac {n_{w}}{n_{st}}}\times 10\times {\frac {n_{wsy\geq 2}}{n_{w}}}	Wheeler and Smith readability measure 
speed 	 0 	 \displaystyle F(s)=\int _{0}^{\infty }f(t)e^{-st}\,dt	Laplace transform 
speed 	 0 	 \displaystyle \mathbf {x} _{t+1}=\mathbf {x} _{t}+sE_{t}	Cuckoo search 
speed 	 0 	 \displaystyle {\frac {n_{w}}{n_{st}}}+{\frac {100\times n_{wsy\geq 7}}{n_{w}}}	LIX score 
speed 	 0 	 \displaystyle \mathrm {CI} ={\frac {mass}{height^{3}}}	Ponderal index 
speed 	 0 	 \displaystyle {\frac {n_{c}}{n_{w}}}\times {\frac {n_{w}}{n_{st}}}	Fucks' Stilcharakteristik 
speed 	 0 	 \displaystyle Fisresultantfinenessmodulus	Fineness modulus 
speed 	 0 	 \displaystyle E[B_{H}(t)B_{H}(s)]={\tfrac {1}{2}}(|t|^{2H}+|s|^{2H}-|t-s|^{2H})	Fractional Brownian motion 
speed 	 0 	 \displaystyle \mathbb {P} (X_{t}\in A|{\mathcal {F}}_{s})=\mathbb {P} (X_{t}\in A|X_{s})	Markov process 
speed 	 0 	 \displaystyle {Single-\ loss\ expectancy\ (SLE)}={Asset\ value\ (AV)\ }\times {\ Exposure\ factor\ (EF)}	single loss expectancy 
speed 	 0 	 \displaystyle 0.39\times {\frac {n_{w}}{n_{st}}}+11.8\times {\frac {n_{sy}}{n_{w}}}-15.59	Flesch–Kincaid grade level 
speed 	 0 	 \displaystyle u(t)representstheinputsignal	Separation principle 
speed 	 0 	 \displaystyle \lambda _{s}(n)=n\cdot 2^{{\frac {1}{t!}}\alpha (n)^{t}(1+o(1))}	Baum–Sweet sequence 
speed 	 0 	 \displaystyle \%R={high_{Ndays}-close_{today} \over high_{Ndays}-low_{Ndays}}\times -100	Williams %R 
speed 	 0 	 \displaystyle {\frac {\partial \mathbf {j} _{s}}{\partial t}}={\frac {n_{s}e^{2}}{m}}\mathbf {E} ,\qquad \mathbf {\nabla } \times \mathbf {j} _{s}=-{\frac {n_{s}e^{2}}{m}}\mathbf {B} 	London equations 
speed 	 0 	 \displaystyle \nu :\mathbf {P} ^{1}\to \mathbf {P} ^{n}:[s:t]\to [s^{n}:s^{n-1}t:s^{n-2}t^{2}:\ldots :t^{n}]	rational normal curve 
speed 	 0 	 \displaystyle ds^{2}=dt^{2}-a^{2}(t)d\chi ^{2}=dt^{2}-a^{2}(t)\left(dx^{2}+k{\frac {(xdx)^{2}}{1-kx^{2}}}\right)	Friedmann–Lemaître–Robertson–Walker metric 
speed 	 0 	 \displaystyle {\begin{aligned}(r+s)+t&amp;=r+(s+t)\\r+s&amp;=s+r\\r+0&amp;=r\\r+(-r)&amp;=0\\(rs)t&amp;=r(st)\\1r=r1&amp;=r\\r(s+t)&amp;=rs+rt\\(r+s)t&amp;=rt+st\end{aligned}}	unital ring 
speed 	 0 	 \displaystyle {\mu _{1}-d_{1} \over \mu _{2}-d_{2}}={Best_{1}(F)-d_{1} \over Best_{2}(F)-d_{2}}	Kalai–Smorodinsky bargaining solution 
speed 	 0 	 \displaystyle F_{electrostatic}={\frac {1}{2}}{\frac {\partial C}{\partial z}}\Delta V^{2}	electrostatic force microscope 
speed 	 0 	 \displaystyle JaroWinklerDist(s_{1},s_{2})=1-JaroWinklerSim(s_{1},s_{2})	Jaro–Winkler distance 
speed 	 0 	 \displaystyle \sigma _{total}={{\bigl (}\sigma _{sample}^{2}+\sigma _{calib}^{2}{\bigr )}}^{\frac {1}{2}}	Calibration of radiocarbon dates 
speed 	 0 	 \displaystyle v={\frac {s}{t}}	v = d/t 
speed 	 0 	 \displaystyle m={\frac {y_{end}-y_{start}}{x_{end}-x_{start}}}	Cooling flow 
speed 	 0 	 \displaystyle \eta _{th}is[[thermalefficiency]]	Diesel cycle 
speed 	 0 	 \displaystyle {\frac {\left(100-{\frac {100\times n_{wsy\leq 2}}{n_{w}}}\right)+\left(3\times {\frac {100\times n_{wsy\geq 3}}{n_{w}}}\right)}{100\times {\frac {n_{st}}{n_{w}}}}}	Linsear Write 
speed 	 0 	 \displaystyle RF=\sum _{n=1}^{100}Abs_{i}\cdot F_{i}/(pathlength\cdot density)	global warming potential 
speed 	 0 	 \displaystyle {\vec {s}}={\frac {d\,{\vec {\jmath }}}{dt}}={\frac {d^{2}{\vec {a}}}{dt^{2}}}={\frac {d^{3}{\vec {v}}}{dt^{3}}}={\frac {d^{4}{\vec {r}}}{dt^{4}}}	snap 
speed 	 0 	 \displaystyle VP_{n}=C_{c}+C_{f}+V+S=GrossOutput	Value product 
speed 	 0 	 \displaystyle X=\{X_{1},\ldots ,X_{n}\}isasetofvariables	tangent bundle 
speed 	 0 	 \displaystyle \mathbb {E} [f(X_{t+s}-X_{t})g(J_{t+s})|{\mathcal {F}}_{t}]=\mathbb {E} _{J_{t},0}[f(X_{s})g(J_{s})]	Markov additive process 
speed 	 0 	 \displaystyle m={\frac {(1+CurrencyDrainRatio)}{(CurrencyDrainRatio+DesiredReserveRatio)}}	money multiplier 
speed 	 0 	 \displaystyle \omega isfrequencyofstrainoscillation	Dynamic mechanical analysis 
speed 	 0 	 \displaystyle 206.835-\left(1.015\times {\frac {n_{w}}{n_{st}}}\right)-\left(84.6-{\frac {n_{sy}}{n_{w}}}\right)	Flesch reading ease score 
speed 	 0 	 \displaystyle ds^{2}=-(1+2\Psi )dt^{2}+a^{2}(t)(1-2\Phi )\delta _{ab}dx^{a}dx^{b}	Newtonian gauge 
speed 	 0 	 \displaystyle V_{i}isthemembranepotentialofithcompartment	Compartmental modelling of dendrites 
speed 	 0 	 \displaystyle W_{v}(s+1)=W_{v}(s)+\theta (u,v,s)\cdot \alpha (s)\cdot (D(t)-W_{v}(s))	shellsort 
speed 	 0 	 \displaystyle 0.4\times \left({\frac {n_{w}}{n_{st}}}+100\times {\frac {n_{wsy\geq 3}}{n_{w}}}\right)	Fog index 
speed 	 0 	 \displaystyle {\vec {x}}={\vec {p}}+s{\vec {u}}+t{\vec {v}}	Q15839526 
speed 	 0 	 \displaystyle TRevPAR=TotalRevenue/RoomsAvailable	TRevPAR 
speed 	 0 	 \displaystyle ds^{2}=-f(r)dt^{2}+{dr^{2} \over f(r)}+r^{2}(d\theta ^{2}+\sin ^{2}\theta \,d\phi ^{2})	de Sitter–Schwarzschild metric 
speed 	 0 	 \displaystyle JaroWinklerSim(s_{1},s_{2})=\left\{{\begin{array}{l l}JaroSim(s_{1},s_{2})+l\cdot p\cdot \left(1-JaroSim(s_{1},s_{2})\right)&amp;{\text{if }}JaroSim(s_{1},s_{2})&gt;b_{t}\\JaroSim(s_{1},s_{2})&amp;{\text{otherwise}}\end{array}}\right.	Jaro–Winkler similarity 
speed 	 0 	 \displaystyle 3+4referstotheprocessofaddingaswellastheoutcomeoftheprocess	Procept 
speed 	 0 	 \displaystyle PI={\frac {v_{systole}-v_{diastole}}{v_{mean}}}	blood flow 
speed 	 0 	 \displaystyle out=(i\times s+o)^{p}	ASC CDL 
speed 	 0 	 \displaystyle x(t)=f(t)+\sum _{i=m}^{n}k(t,s,x(s))	Summation equation 
speed 	 0 	 \displaystyle t=s/c_{m}	Network performance 
speed 	 0 	 \displaystyle \alpha (s)\equiv \sup \left\{\,|P(A\cap B)-P(A)P(B)|-\infty &lt;t&lt;\infty ,A\in X_{-\infty }^{t},B\in X_{t+s}^{\infty }\,\right\}	mixing 
speed 	 0 	 \displaystyle \mathrm {d} \langle s,t\rangle =\langle \nabla s,t\rangle +\langle s,\nabla t\rangle 	Hermitian connection 
speed 	 0 	 \displaystyle 5.88\times {\frac {n_{c}}{n_{w}}}+29.6\times {\frac {n_{st}}{n_{w}}}-15.8	Coleman–Liau index 
speed 	 0 	 \displaystyle P_{T}=\int \limits _{0}^{t}F_{thrust}(t^{\prime })dt^{\prime }=F_{ave}t	Model rocket motor classification 
speed 	 0 	 \displaystyle H(3,q^{2})\ s=q^{2},t=q	Generalized quadrangle 
speed 	 0 	 \displaystyle {\begin{aligned}\mathrm {d} s^{2}&amp;=\left(L+{\frac {1}{|{\vec {r}}|}}\right)\mathrm {d} {\vec {r}}^{2}+{\frac {1}{L+{\frac {1}{|{\vec {r}}|}}}}(\mathrm {d} t+\omega )^{2}\\\mathrm {d} \omega &amp;=\star {\frac {1}{|{\vec {r}}|}}\\\theta &amp;\sim \theta +4\pi \mathbb {Z} \end{aligned}}	Taub–NUT space 
speed 	 0 	 \displaystyle ds^{2}=-dt^{2}+\delta _{ij}dx^{i}dx^{j}	light cone coordinates 
speed 	 0 	 \displaystyle {\begin{aligned}k_{1}&amp;=f(t_{n},y_{n})\\k_{2}&amp;=f(t_{n}+c_{2}h,y_{n}+h(a_{21}k_{1}))\\k_{3}&amp;=f\left(t_{n}+c_{3}h,y_{n}+h\left(a_{31}k_{1}+a_{32}k_{2}\right)\right)\\&amp;\vdots \\k_{s}&amp;=f\left(t_{n}+c_{s}h,y_{n}+h\left(a_{s1}k_{1}+a_{s2}k_{2}+\cdots +a_{s,s-1}k_{s-1}\right)\right)\\y_{n+1}&amp;=y_{n}+h\sum _{i=1}^{s}b_{i}k_{i}\\y_{n+1}^{*}&amp;=y_{n}+h\sum _{i=1}^{s}b_{i}^{*}k_{i}\\e_{n+1}&amp;=y_{n+1}-y_{n+1}^{*}\end{aligned}}	embedded Runge-Kutta method 
speed 	 0 	 \displaystyle \left|\sum _{i,j}a_{ij}s_{i}t_{j}\right|\leq 1	Grothendieck inequality 
speed 	 0 	 \displaystyle \mathrm {d} s^{2}=\mathrm {d} t^{2}-{\frac {(R')^{2}}{1+2E}}\mathrm {d} r^{2}-R^{2}\,\mathrm {d} \Omega ^{2}	Lemaître–Tolman metric 
speed 	 0 	 \displaystyle v=s/t	speed 
speed 	 0 	 \displaystyle \epsilon ={\tfrac {1}{2}}v^{2}-\mu /r=constant={\tfrac {1}{2}}C_{3}	characteristic energy 
speed 	 0 	 \displaystyle {\mathcal {L}}\{f\}(s)={\mathcal {L}}\{f(t)\}(s)=F(s)	inverse Laplace transform 
speed 	 0 	 \displaystyle zcr={\frac {1}{T-1}}\sum _{t=1}^{T-1}\mathbb {1} _{\mathbb {R} _{&lt;0}}(s_{t}s_{t-1})	Zero-crossing rate 
speed 	 0 	 \displaystyle (t,\mathbf {x} )\mapsto (t+s,{\mathsf {R}}\mathbf {x} +\mathbf {v} t+\mathbf {y} )	Galilean transformation 
speed 	 0 	 \displaystyle {\begin{aligned}&amp;S\subseteq X^{\mathbb {Z} }\\&amp;\sigma (S)=S\\&amp;\forall s\in S^{\mathbb {N} }\forall t\in X^{\mathbb {Z} }\colon \left((\forall j\in \mathbb {Z} \colon \lim _{i\to \infty }s_{i,j}=t_{j})\implies t\in S\right)\end{aligned}}	shift space 
speed 	 0 	 \displaystyle f(t)=\int _{a}^{t}K(t,s)\,x(s)\,ds	Volterra integral equation 
speed 	 0 	 \displaystyle {\frac {n_{wsy\geq 7}}{n_{st}}}	Readability Index 
speed 	 0 	 \displaystyle s*_{l}r(t)=r*_{l}s(t)=\int _{0}^{\infty }s\left({\frac {t}{a}}\right)r(a)\,{\frac {da}{a}}	Logarithmic convolution 
speed 	 0 	 \displaystyle {\frac {1}{N}}\sum _{t}\mathbf {1} _{sign(A_{t}-A_{t-1})==sign(F_{t}-F_{t-1})}	Mean Directional Accuracy 
speed 	 0 	 \displaystyle \int _{0}^{\infty }f(t)e^{-st}\,dt\;|\;s\;\in \mathbb {C} 	S-plane 
speed 	 0 	 \displaystyle (n_{Cl^{-}})_{u}={t_{u} \over t_{s}}\times (n_{Cl^{-}})_{s}	Chloridometer 
speed 	 0 	 \displaystyle {\begin{aligned}(r+s)+t&amp;=r+(s+t)\\r+s&amp;=s+r\\r+0&amp;=r\\r+(-r)&amp;=0\\(rs)t&amp;=r(st)\\r(s+t)&amp;=rs+rt\\(r+s)t&amp;=rt+st\end{aligned}}	ring 
speed 	 0 	 \displaystyle L=N\,l,where''N''isthenumberofmonomers	Ideal chain 
speed 	 0 	 \displaystyle ds^{2}=-(dt^{2})+dx^{2}+dy^{2}+dz^{2}	Wick rotation 
speed 	 0 	 \displaystyle P(t,T)=\mathbb {E} ^{Q}\left[\left.\exp {\left(-\int _{t}^{T}r_{s}\,ds\right)}\right|{\mathcal {F}}_{t}\right]	delayed neutron 
speed 	 0 	 \displaystyle \omega =2\pi fwherefisfrequencyofstrainoscillation	Dynamic modulus 
speed 	 0 	 \displaystyle t={\frac {\lambda }{c-v}}={\frac {c}{(c-v)f_{s}}}={\frac {1}{(1-\beta )f_{s}}}	Relativistic Doppler effect 
speed 	 0 	 \displaystyle 0.5\times {\frac {n_{w}}{n_{st}}}+4.71\times {\frac {n_{c}}{n_{w}}}-21.34	Automated Readability Index 
speed 	 0 	 \displaystyle T(p)=\Box pforany[[propositionalvariable]]p	Modal companion 
speed 	 0 	 \displaystyle MR={\frac {SpringDisplacement}{WheelDisplacement}}	Motion ratio 
speed 	 0 	 \displaystyle t={\frac {cPd^{2}s}{D}}	Tractive effort 
speed 	 0 	 \displaystyle {\frac {Energy\ consumed}{Built\ area}}	efficient energy use 
speed 	 0 	 \displaystyle {\begin{aligned}k_{i}&amp;=f\left(t_{n}+c_{i}h,y_{n}+h\sum _{j=1}^{s}a_{ij}k_{j}\right),\quad i=1,\ldots ,s\\y_{n+1}&amp;=y_{n}+h\sum _{i=1}^{s}b_{i}k_{i}\end{aligned}}	implicit Runge–Kutta method 
speed 	 0 	 \displaystyle p_{1}r_{1}+p_{2}r_{2}=const	cartesian oval 
speed 	 0 	 \displaystyle N_{s}=\min(N_{t},N_{r})\!	Spatial multiplexing 
speed 	 0 	 \displaystyle {\begin{aligned}&amp;F\colon {\rm {Open}}(X)^{\rm {op}}\to {\rm {Set}}\\&amp;U=\bigcup _{i\in I}U_{i}\land s,t\in F(U)\land (\forall i\in I\colon s\upharpoonright U_{i}=t\upharpoonright U_{i})\implies s=t\\&amp;U=\bigcup _{i\in I}U_{i}\land \forall i\in I\colon s_{i}\in F(U_{i})\land \forall i,j\in I\colon s_{i}\upharpoonright U_{i}\cap U_{j}=s_{j}\upharpoonright U_{i}\cap U_{j}\implies \exists s\in F(U)\forall i\in I\colon s_{i}=s\upharpoonright U_{i}\end{aligned}}	sheaf 
speed 	 0 	 \displaystyle YouTube.com/llstylish	Geometric dimensioning and tolerancing 
sphere 	 0 	 \displaystyle x^{2}+y^{2}+z^{2}=r^{2}	sphere 
sphere 	 0 	 \displaystyle \left\{r,\theta ,\varphi \right\}=\left\{{\sqrt {x^{2}+y^{2}+z^{2}}},\arccos \left({\dfrac {z}{\sqrt {x^{2}+y^{2}+z^{2}}}}\right)=\mathrm {arctg} \left({\dfrac {\sqrt {x^{2}+y^{2}}}{z}}\right),\mathrm {arctg} \left({\dfrac {y}{x}}\right)\right\}	spherical coordinate system 
sphere 	 0 	 \displaystyle u'+x'i+y'j+z'k=(a+bi+cj+dk)(u+xi+yj+zk)(p+qi+rj+sk),	rotation group SO(4) 
sphere 	 0 	 \displaystyle \left(\left|x\right|^{r}+\left|y\right|^{r}\right)^{t/r}+\left|z\right|^{t}\leq 1	superellipsoid 
sphere 	 0 	 \displaystyle r_{1}^{2}=x^{2}+y^{2}+z^{2}	trilateration 
sphere 	 0 	 \displaystyle x=r\cos(p\phi ),y=r\sin {(p\phi )},z=-\sin {(q\phi )}	torus knot 
sphere 	 0 	 \displaystyle \left(R-{\sqrt {x^{2}+y^{2}}}\right)^{2}+z^{2}=r^{2}	torus 
sphere 	 0 	 \displaystyle {\begin{aligned}x&amp;={\frac {r\mu \nu }{bc}}\\y&amp;={\frac {r}{b}}{\sqrt {\frac {(\mu ^{2}-b^{2})(\nu ^{2}-b^{2})}{b^{2}-c^{2}}}}\\z&amp;={\frac {r}{c}}{\sqrt {\frac {(\mu ^{2}-c^{2})(\nu ^{2}-c^{2})}{c^{2}-b^{2}}}}\end{aligned}}	conical coordinates 
sphere 	 0 	 \displaystyle x{\frac {\partial f}{\partial x}}(p,q,r)+y{\frac {\partial f}{\partial y}}(p,q,r)+z{\frac {\partial f}{\partial z}}(p,q,r)=0	dual curve 
stress 	 0 	 \displaystyle A_{ABDE}+A_{ACFG}=A_{BCLM}	Pappus' area theorem 
stress 	 0 	 \displaystyle FMV\,=\,{VBAB*TAB_{factor}}	Stochastic Eulerian Lagrangian method 
stress 	 0 	 \displaystyle T_{A}=3.468F{{\lambda }^{2}}10^{G/10}	noise temperature 
stress 	 0 	 \displaystyle F(t)=Ae^{-t/\tau }	FIDSAM 
stress 	 0 	 \displaystyle \tau _{\mathrm {s} }={\frac {\mathrm {d} F_{\mathrm {t} }}{\mathrm {d} A}}	shear stress 
stress 	 0 	 \displaystyle AF={\frac {E}{V}}	Antenna factor 
stress 	 0 	 \displaystyle A=CF	Rank factorization 
stress 	 0 	 \displaystyle MMF_{AlNiCo}=H_{C-AlNiCo}\cdot L_{AlNiCo}	electropermanent magnet 
stress 	 0 	 \displaystyle F\,=\,eN_{A}	Faraday constant 
stress 	 0 	 \displaystyle F=-{\frac {A_{\text{H}}}{12\pi D^{3}}}	Gecko feet 
stress 	 0 	 \displaystyle (A^{2}+B^{2}+C^{2}+D^{2}+E^{2}+F^{2}+G^{2}+H^{2})(a^{2}+b^{2}+c^{2}+d^{2}+e^{2}+f^{2}+g^{2}+h^{2})=(Aa-Bb-Cc-Dd-Ee-Ff-Gg-Hh)^{2}+(Ab+Ba+Cd-Dc+Ef-Fe-Gh+Hg)^{2}+(Ac-Bd+Ca+Db+Eg+Fh-Ge-Hf)^{2}+(Ad+Bc-Cb+Da+Eh-Fg+Gf-He)^{2}+(Ae-Bf-Cg-Dh+Ea+Fb+Gc+Hd)^{2}+(Af+Be-Ch+Dg-Eb+Fa-Gd+Hc)^{2}+(Ag+Bh+Ce-Df-Ec+Fd+Ga-Hb)^{2}+(Ah-Bg+Cf+De-Ed-Fc+Gb+Ha)^{2}	Degen's eight-square identity 
stress 	 0 	 \displaystyle F(x)=A\mathrm {e} ^{-\alpha x}\cos {\beta (x-x_{0})}	attenuation coefficient 
stress 	 0 	 \displaystyle {Single-\ loss\ expectancy\ (SLE)}={Asset\ value\ (AV)\ }\times {\ Exposure\ factor\ (EF)}	single loss expectancy 
stress 	 0 	 \displaystyle \lVert A\rVert _{F}={\sqrt {{\text{Tr}}(AA^{*})}}	Frobenius norm 
stress 	 0 	 \displaystyle -\int _{S}\Phi J\cdot dS=\int _{\Omega }J_{q}\cdot Fd^{3}r-\int _{S}\varepsilon {\frac {\partial A_{0}}{\partial t}}F\cdot dS	Electrokinematics theorem 
stress 	 0 	 \displaystyle F_{\mathrm {D} }={\frac {1}{2}}C_{\mathrm {D} }\rho v^{2}A	drag coefficient 
stress 	 0 	 \displaystyle F={{B^{2}A} \over {2\mu _{0}}}	magnet 
stress 	 0 	 \displaystyle {\begin{aligned}J&amp;=x^{T}(t_{1})F(t_{1})x(t_{1})+\int \limits _{t_{0}}^{t_{1}}\left(x^{T}Qx+u^{T}Ru+2x^{T}Nu\right)\\{\dot {x}}&amp;=Ax+Bu\end{aligned}}	linear-quadratic regulator 
stress 	 0 	 \displaystyle RF=\sum _{n=1}^{100}Abs_{i}\cdot F_{i}/(pathlength\cdot density)	global warming potential 
stress 	 0 	 \displaystyle MA={\frac {LF}{EF}}	mechanical advantage 
stress 	 0 	 \displaystyle A^{2}(b^{2}+c^{2}-a^{2})+B^{2}(a^{2}+c^{2}-b^{2})+C^{2}(a^{2}+b^{2}-c^{2})\geq 16Ff	Pedoe's inequality 
stress 	 0 	 \displaystyle Y=A*F(K,L)\,	Hicks-neutral technical change 
stress 	 0 	 \displaystyle c_{\mathrm {l} }={\frac {F_{\mathrm {l} }}{qA\cos {\alpha }}}	lift coefficient 
stress 	 0 	 \displaystyle MA={\frac {F_{B}}{F_{A}}}={\frac {a}{b}}	wheel and axle 
stress 	 0 	 \displaystyle {\mbox{M}}={\frac {1}{n}}\sum _{t=1}^{n}\left|{\frac {A_{t}-F_{t}}{A_{t}}}\right|	mean absolute percentage error 
stress 	 0 	 \displaystyle D_{A}*F_{A}+[\Phi ,D_{A}\Phi ]=0	Yang–Mills–Higgs equations 
stress 	 0 	 \displaystyle {\begin{cases}Au_{xx}+2Bu_{xy}+Cu_{yy}+Du_{x}+Eu_{y}+F=0\\B^{2}-AC=0\end{cases}}	parabolic partial differential equation 
stress 	 0 	 \displaystyle Callx=ATM+0.5RRx+Flyx	Volatility smile 
stress 	 0 	 \displaystyle F=CAnI/l	electromagnet 
stress 	 0 	 \displaystyle Au_{xx}+2Bu_{xy}+Cu_{yy}+Du_{x}+Eu_{y}+Fu+G=0,	elliptic differential equation 
stress 	 0 	 \displaystyle p={\frac {F}{A}}	Diamond anvil cell 
stress 	 0 	 \displaystyle Ax^{2}+Bxy+Cy^{2}+Dx+Ey+F=0	conic section 
stress 	 0 	 \displaystyle \pi ^{\!*}F=dA	circle bundle 
stress 	 0 	 \displaystyle P=F_{A}v_{A}=F_{B}v_{B},\!	wedge 
stress 	 0 	 \displaystyle \sigma ={\frac {dF}{dA}}	stress 
stress 	 0 	 \displaystyle {\vec {F}}_{bolt}=P_{max}\cdot A_{internal}	Bolt thrust 
stress 	 0 	 \displaystyle {\displaystyle MTTF={\frac {A}{j^{n}}}e^{\left({\frac {Q}{kT}}\right)}}	Black's equation 
stress 	 0 	 \displaystyle \mu \left(F^{-1}(A)\right)=\mu (A)	Krylov–Bogolyubov theorem 
stress 	 0 	 \displaystyle F(X)\rightarrow \prod _{\alpha \in A}F(X_{\alpha }){{{} \atop \longrightarrow } \atop {\longrightarrow  \atop {}}}\prod _{\alpha ,\beta \in A}F(X_{\alpha }\times _{X}X_{\beta })	Grothendieck topology 
stress 	 0 	 \displaystyle \sigma ={\frac {\mathrm {d} F_{\mathrm {n} }}{\mathrm {d} A}}	normal stress 
stress 	 0 	 \displaystyle J(F,T,W)=A_{\mathrm {G} }T^{2}e^{-(W-\Delta W) \over kT}	Schottky effect 
stress 	 0 	 \displaystyle F_{D}\,=\,{\tfrac {1}{2}}\,\rho \,v^{2}\,C_{D}\,A	drag equation 
stress 	 0 	 \displaystyle D_{A}^{*}D_{A}\phi =\nabla _{A}^{*}\nabla _{A}\phi +{\frac {1}{4}}\operatorname {Sc} [g]\phi +{\frac {1}{2}}\langle F^{+}[A],\phi \rangle 	Lichnerowicz formula 
stress 	 0 	 \displaystyle {\frac {1}{N}}\sum _{t}\mathbf {1} _{sign(A_{t}-A_{t-1})==sign(F_{t}-F_{t-1})}	Mean Directional Accuracy 
stress 	 0 	 \displaystyle \mu (A)=\sup\{\mu (F)|F\subseteq A,F{\mbox{ compact and measurable}}\}	regular measure 
stress 	 0 	 \displaystyle F_{A}=*D_{A}\Phi 	Bogomolny equations 
stress 	 0 	 \displaystyle F_{drag}=qA_{s}C_{D}	parasitic drag 
tangential acceleration 	 0 	 \displaystyle \omega ={\frac {d\phi }{dt}}={\frac {v_{\perp }}{r}}	radial velocity 
tangential acceleration 	 0 	 \displaystyle {\frac {\lambda }{1+\lambda }}\nabla \cdot (\mathbf {\Sigma } _{i}\nabla v)=\chi (C_{m}{\frac {\partial v}{\partial t}}+I_{\text{ion}})	Monodomain model 
tangential acceleration 	 0 	 \displaystyle RI={\frac {v_{systole}-v_{diastole}}{v_{systole}}}	Arterial resistivity index 
tangential acceleration 	 0 	 \displaystyle \delta t=L\left({\frac {1}{v_{1}}}-{\frac {1}{v_{2}}}\right)\approx {\frac {Lc}{2p^{2}}}(m_{1}^{2}-m_{2}^{2})	Time of flight detector 
tangential acceleration 	 0 	 \displaystyle \%{\mbox{ difference}}=\left({\frac {r_{solute}-r_{solvent}}{r_{solvent}}}\right)\times 100\%\leq 15\%	Hume-Rothery rules 
tangential acceleration 	 0 	 \displaystyle r'(t)=r(t)-vt	Galilean invariance 
tangential acceleration 	 0 	 \displaystyle m={\frac {(1+CurrencyDrainRatio)}{(CurrencyDrainRatio+DesiredReserveRatio)}}	money multiplier 
